pseudo	pseudo.pseudo_total_cold_resistance	+#% total to Cold Resistance
pseudo	pseudo.pseudo_total_fire_resistance	+#% total to Fire Resistance
pseudo	pseudo.pseudo_total_lightning_resistance	+#% total to Lightning Resistance
pseudo	pseudo.pseudo_total_elemental_resistance	+#% total Elemental Resistance
pseudo	pseudo.pseudo_total_chaos_resistance	+#% total to Chaos Resistance
pseudo	pseudo.pseudo_total_resistance	+#% total Resistance
pseudo	pseudo.pseudo_count_resistances	# total Resistances
pseudo	pseudo.pseudo_count_elemental_resistances	# total Elemental Resistances
pseudo	pseudo.pseudo_total_all_elemental_resistances	+#% total to all Elemental Resistances
pseudo	pseudo.pseudo_total_strength	+# total to Strength
pseudo	pseudo.pseudo_total_dexterity	+# total to Dexterity
pseudo	pseudo.pseudo_total_intelligence	+# total to Intelligence
pseudo	pseudo.pseudo_total_all_attributes	+# total to all Attributes
pseudo	pseudo.pseudo_total_life	+# total maximum Life
pseudo	pseudo.pseudo_total_mana	+# total maximum Mana
pseudo	pseudo.pseudo_total_energy_shield	+# total maximum Energy Shield
pseudo	pseudo.pseudo_increased_energy_shield	#% total increased maximum Energy Shield
pseudo	pseudo.pseudo_total_attack_speed	+#% total Attack Speed
pseudo	pseudo.pseudo_total_cast_speed	+#% total Cast Speed
pseudo	pseudo.pseudo_increased_movement_speed	#% increased Movement Speed
pseudo	pseudo.pseudo_increased_physical_damage	#% total increased Physical Damage
pseudo	pseudo.pseudo_global_critical_strike_chance	+#% Global Critical Strike Chance
pseudo	pseudo.pseudo_critical_strike_chance_for_spells	+#% total Critical Strike Chance for Spells
pseudo	pseudo.pseudo_global_critical_strike_multiplier	+#% Global Critical Strike Multiplier
pseudo	pseudo.pseudo_adds_physical_damage	Adds # to # Physical Damage
pseudo	pseudo.pseudo_adds_lightning_damage	Adds # to # Lightning Damage
pseudo	pseudo.pseudo_adds_cold_damage	Adds # to # Cold Damage
pseudo	pseudo.pseudo_adds_fire_damage	Adds # to # Fire Damage
pseudo	pseudo.pseudo_adds_elemental_damage	Adds # to # Elemental Damage
pseudo	pseudo.pseudo_adds_chaos_damage	Adds # to # Chaos Damage
pseudo	pseudo.pseudo_adds_damage	Adds # to # Damage
pseudo	pseudo.pseudo_adds_physical_damage_to_attacks	Adds # to # Physical Damage to Attacks
pseudo	pseudo.pseudo_adds_lightning_damage_to_attacks	Adds # to # Lightning Damage to Attacks
pseudo	pseudo.pseudo_adds_cold_damage_to_attacks	Adds # to # Cold Damage to Attacks
pseudo	pseudo.pseudo_adds_fire_damage_to_attacks	Adds # to # Fire Damage to Attacks
pseudo	pseudo.pseudo_adds_elemental_damage_to_attacks	Adds # to # Elemental Damage to Attacks
pseudo	pseudo.pseudo_adds_chaos_damage_to_attacks	Adds # to # Chaos Damage to Attacks
pseudo	pseudo.pseudo_adds_damage_to_attacks	Adds # to # Damage to Attacks
pseudo	pseudo.pseudo_adds_physical_damage_to_spells	Adds # to # Physical Damage to Spells
pseudo	pseudo.pseudo_adds_lightning_damage_to_spells	Adds # to # Lightning Damage to Spells
pseudo	pseudo.pseudo_adds_cold_damage_to_spells	Adds # to # Cold Damage to Spells
pseudo	pseudo.pseudo_adds_fire_damage_to_spells	Adds # to # Fire Damage to Spells
pseudo	pseudo.pseudo_adds_elemental_damage_to_spells	Adds # to # Elemental Damage to Spells
pseudo	pseudo.pseudo_adds_chaos_damage_to_spells	Adds # to # Chaos Damage to Spells
pseudo	pseudo.pseudo_adds_damage_to_spells	Adds # to # Damage to Spells
pseudo	pseudo.pseudo_increased_elemental_damage	#% increased Elemental Damage
pseudo	pseudo.pseudo_increased_lightning_damage	#% increased Lightning Damage
pseudo	pseudo.pseudo_increased_cold_damage	#% increased Cold Damage
pseudo	pseudo.pseudo_increased_fire_damage	#% increased Fire Damage
pseudo	pseudo.pseudo_increased_spell_damage	#% increased Spell Damage
pseudo	pseudo.pseudo_increased_lightning_spell_damage	#% increased Lightning Spell Damage
pseudo	pseudo.pseudo_increased_cold_spell_damage	#% increased Cold Spell Damage
pseudo	pseudo.pseudo_increased_fire_spell_damage	#% increased Fire Spell Damage
pseudo	pseudo.pseudo_increased_lightning_damage_with_attack_skills	#% increased Lightning Damage with Attack Skills
pseudo	pseudo.pseudo_increased_cold_damage_with_attack_skills	#% increased Cold Damage with Attack Skills
pseudo	pseudo.pseudo_increased_fire_damage_with_attack_skills	#% increased Fire Damage with Attack Skills
pseudo	pseudo.pseudo_increased_elemental_damage_with_attack_skills	#% increased Elemental Damage with Attack Skills
pseudo	pseudo.pseudo_increased_rarity	#% increased Rarity of Items found
pseudo	pseudo.pseudo_increased_burning_damage	#% increased Burning Damage
pseudo	pseudo.pseudo_total_life_regen	# Life Regenerated per Second
pseudo	pseudo.pseudo_percent_life_regen	#% of Life Regenerated per Second
pseudo	pseudo.pseudo_physical_attack_damage_leeched_as_life	#% of Physical Attack Damage Leeched as Life
pseudo	pseudo.pseudo_physical_attack_damage_leeched_as_mana	#% of Physical Attack Damage Leeched as Mana
pseudo	pseudo.pseudo_increased_mana_regen	#% increased Mana Regeneration Rate
pseudo	pseudo.pseudo_total_additional_gem_levels	+# total to Level of Socketed Gems
pseudo	pseudo.pseudo_total_additional_elemental_gem_levels	+# total to Level of Socketed Elemental Gems
pseudo	pseudo.pseudo_total_additional_fire_gem_levels	+# total to Level of Socketed Fire Gems
pseudo	pseudo.pseudo_total_additional_cold_gem_levels	+# total to Level of Socketed Cold Gems
pseudo	pseudo.pseudo_total_additional_lightning_gem_levels	+# total to Level of Socketed Lightning Gems
pseudo	pseudo.pseudo_total_additional_chaos_gem_levels	+# total to Level of Socketed Chaos Gems
pseudo	pseudo.pseudo_total_additional_spell_gem_levels	+# total to Level of Socketed Spell Gems
pseudo	pseudo.pseudo_total_additional_projectile_gem_levels	+# total to Level of Socketed Projectile Gems
pseudo	pseudo.pseudo_total_additional_bow_gem_levels	+# total to Level of Socketed Bow Gems
pseudo	pseudo.pseudo_total_additional_melee_gem_levels	+# total to Level of Socketed Melee Gems
pseudo	pseudo.pseudo_total_additional_minion_gem_levels	+# total to Level of Socketed Minion Gems
pseudo	pseudo.pseudo_total_additional_strength_gem_levels	+# total to Level of Socketed Strength Gems
pseudo	pseudo.pseudo_total_additional_dexterity_gem_levels	+# total to Level of Socketed Dexterity Gems
pseudo	pseudo.pseudo_total_additional_intelligence_gem_levels	+# total to Level of Socketed Intelligence Gems
pseudo	pseudo.pseudo_total_additional_aura_gem_levels	+# total to Level of Socketed Aura Gems
pseudo	pseudo.pseudo_total_additional_movement_gem_levels	+# total to Level of Socketed Movement Gems
pseudo	pseudo.pseudo_total_additional_curse_gem_levels	+# total to Level of Socketed Curse Gems
pseudo	pseudo.pseudo_total_additional_vaal_gem_levels	+# total to Level of Socketed Vaal Gems
pseudo	pseudo.pseudo_total_additional_support_gem_levels	+# total to Level of Socketed Support Gems
pseudo	pseudo.pseudo_total_additional_skill_gem_levels	+# total to Level of Socketed Skill Gems
pseudo	pseudo.pseudo_total_additional_warcry_gem_levels	+# total to Level of Socketed Warcry Gems
pseudo	pseudo.pseudo_total_additional_golem_gem_levels	+# total to Level of Socketed Golem Gems
pseudo	pseudo.pseudo_number_of_enchant_mods	# Enchant Modifiers
pseudo	pseudo.pseudo_number_of_implicit_mods	# Implicit Modifiers
pseudo	pseudo.pseudo_searing_implicit_tier	Searing Exarch Implicit Modifier (#)
pseudo	pseudo.pseudo_tangled_implicit_tier	Eater of Worlds Implicit Modifier (#)
pseudo	pseudo.pseudo_number_of_prefix_mods	# Prefix Modifiers
pseudo	pseudo.pseudo_number_of_suffix_mods	# Suffix Modifiers
pseudo	pseudo.pseudo_number_of_affix_mods	# Modifiers
pseudo	pseudo.pseudo_number_of_crafted_prefix_mods	# Crafted Prefix Modifiers
